image_id,file_name,source_key,source_file,topic,image_type,roles,status,width,height,media_ref,source_anchor,caption,nearby_text,linking_bucket,related_section,notes
img_0039,ЭЛК_2_Базовые_знания_Состав_ИБП_ред1_5__img_009.png,ЭЛК_2_Базовые_знания_Состав_ИБП_ред1_5,ЭЛК_2_Базовые_знания_Состав_ИБП_ред1_5.docx,ups_components,diagram,installer|electrician,raw_extracted|needs_classification,521,423,media/image9.png,Пример 2. Выравнивающие перемычки между группами АКБ на 48В:,Пример 2. Выравнивающие перемычки между группами АКБ на 48В:,"Служит для выравнивания напряжения на всех группах АКБ. Используется с балансиром. Пример 1. Выравнивающая перемычка между двумя группами АКБ в системе на 24В: Пример 2. Выравнивающие перемычки между группами АКБ на 48В: Ни при каких условиях нельзя ошибиться при установке выравнивающих перемычек, так как при ошибке подключения может возникнуть возгорание изоляции перемычки. Защита по постоянному току (DC защита)",candidate_for_linking,ups_components,UPS component visuals.
img_0040,ЭЛК_2_Базовые_знания_Состав_ИБП_ред1_5__img_010.png,ЭЛК_2_Базовые_знания_Состав_ИБП_ред1_5,ЭЛК_2_Базовые_знания_Состав_ИБП_ред1_5.docx,ups_components,diagram,installer|electrician,raw_extracted|needs_classification,1003,425,media/image10.png,"Ни при каких условиях нельзя ошибиться при установке выравнивающих перемычек, так как при ошибке подключения может возникнуть возгорание из...","Ни при каких условиях нельзя ошибиться при установке выравнивающих перемычек, так как при ошибке подключения может возникнуть возгорание из...","Используется с балансиром. Пример 1. Выравнивающая перемычка между двумя группами АКБ в системе на 24В: Пример 2. Выравнивающие перемычки между группами АКБ на 48В: Ни при каких условиях нельзя ошибиться при установке выравнивающих перемычек, так как при ошибке подключения может возникнуть возгорание изоляции перемычки. Защита по постоянному току (DC защита) Это предохранитель от высокого тока (150А или 200А) в защитном пластиковом корпусе.",candidate_for_linking,ups_components,UPS component visuals.
img_0041,ЭЛК_2_Базовые_знания_Состав_ИБП_ред1_5__img_011.png,ЭЛК_2_Базовые_знания_Состав_ИБП_ред1_5,ЭЛК_2_Базовые_знания_Состав_ИБП_ред1_5.docx,ups_components,decorative_or_unclear,installer|electrician,raw_extracted|exclude_candidate|needs_classification,92,78,media/image11.png,Защита по постоянному току (DC защита),Small icon or fragment,"Используется с балансиром. Пример 1. Выравнивающая перемычка между двумя группами АКБ в системе на 24В: Пример 2. Выравнивающие перемычки между группами АКБ на 48В: Ни при каких условиях нельзя ошибиться при установке выравнивающих перемычек, так как при ошибке подключения может возникнуть возгорание изоляции перемычки. Защита по постоянному току (DC защита) Это предохранитель от высокого тока (150А или 200А) в защитном пластиковом корпусе. Устанавливается между инвертором и группой аккумуляторов.",exclude_candidate,ups_components,UPS component visuals.
img_0042,ЭЛК_2_Базовые_знания_Состав_ИБП_ред1_5__img_012.png,ЭЛК_2_Базовые_знания_Состав_ИБП_ред1_5,ЭЛК_2_Базовые_знания_Состав_ИБП_ред1_5.docx,ups_components,diagram,installer|electrician,raw_extracted|needs_classification,460,367,media/image12.png,Стеллаж,Стеллаж,"Защита по постоянному току (DC защита) Это предохранитель от высокого тока (150А или 200А) в защитном пластиковом корпусе. Устанавливается между инвертором и группой аккумуляторов. Стеллаж Стойка для установки АКБ. Отличается от обычных стеллажей тем, что имеет усиленную конструкцию и выдерживает большую нагрузку.",candidate_for_linking,ups_components,UPS component visuals.
img_0043,ЭЛК_2_Базовые_знания_Состав_ИБП_ред1_5__img_013.png,ЭЛК_2_Базовые_знания_Состав_ИБП_ред1_5,ЭЛК_2_Базовые_знания_Состав_ИБП_ред1_5.docx,ups_components,diagram,installer|electrician,raw_extracted|needs_classification,639,666,media/image13.png,Защитные панели,Защитные панели,"Стеллаж Стойка для установки АКБ. Отличается от обычных стеллажей тем, что имеет усиленную конструкцию и выдерживает большую нагрузку. Защитные панели GSM-розетка GSM-розетка работает при помощи SIM-карты.",candidate_for_linking,ups_components,UPS component visuals.
img_0044,ЭЛК_2_Базовые_знания_Состав_ИБП_ред1_5__img_014.png,ЭЛК_2_Базовые_знания_Состав_ИБП_ред1_5,ЭЛК_2_Базовые_знания_Состав_ИБП_ред1_5.docx,ups_components,diagram,installer|electrician,raw_extracted|needs_classification,450,451,media/image14.png,GSM-розетка,GSM-розетка,"Стойка для установки АКБ. Отличается от обычных стеллажей тем, что имеет усиленную конструкцию и выдерживает большую нагрузку. Защитные панели GSM-розетка GSM-розетка работает при помощи SIM-карты. Она получает команды по SMS, а также отправляет SMS о необходимых событиях. Но для розетки Телеметрика есть приложение, которое упрощает работу с SMS и",candidate_for_linking,ups_components,UPS component visuals.
img_0045,ЭЛК_2_Базовые_знания_Состав_ИБП_ред1_5__img_015.png,ЭЛК_2_Базовые_знания_Состав_ИБП_ред1_5,ЭЛК_2_Базовые_знания_Состав_ИБП_ред1_5.docx,ups_components,diagram,installer|electrician,raw_extracted|needs_classification,356,428,media/image15.png,GSM-розетка работает при помощи SIM-карты.,GSM-розетка работает при помощи SIM-карты.,"Отличается от обычных стеллажей тем, что имеет усиленную конструкцию и выдерживает большую нагрузку. Защитные панели GSM-розетка GSM-розетка работает при помощи SIM-карты. Она получает команды по SMS, а также отправляет SMS о необходимых событиях. Но для розетки Телеметрика есть приложение, которое упрощает работу с SMS и Клиент приобретает СИМ-карту самостоятельно.",candidate_for_linking,ups_components,UPS component visuals.
img_0058,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9__img_001.png,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9.docx,installation_process,diagram,installer|electrician,raw_extracted|needs_classification,684,821,media/image1.png,Основная задача при монтаже ИБП — сделать без ошибок все подключения и следовать требованиям завода изготовителя:,Основная задача при монтаже ИБП — сделать без ошибок все подключения и следовать требованиям завода изготовителя:,"7) Защита по постоянному току. 8) Кабельная (реверсивная) трасса, с кабелем 5-ти жильным «байпасный щит – щит клиента». 9) Балансир. Основная задача при монтаже ИБП — сделать без ошибок все подключения и следовать требованиям завода изготовителя: Необходимо четко следить за полярностью (+/-) по постоянному напряжению (DC). Не допускать ошибок при фазировке (подключении фазного провода и нулевого) по высокому напряжению (AC).",candidate_for_linking,installation_process,Installation process visuals.
img_0059,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9__img_002.png,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9.docx,installation_process,diagram,installer|electrician,raw_extracted|needs_classification,911,710,media/image2.png,Установка АКБ,Установка АКБ,"Желательно использовать динамометрическую отвертку. Сборка и подключение «защиты по постоянному току» Комплект защиты по постоянному току должен монтироваться к плюсовой клемме АКБ с помощью перемычки 0,1м сечением 35мм 2 . Далее к защите, с помощью кабеля сечением 35мм 2 (1,4-1,8 метра) красного цвета подключается плюсовая клемма инвертора. Установка АКБ Установка АКБ производится на стеллаж или иным способом, указанным в техническом задании на монтаж. Сборка группы или групп производится согласно номинальному напряжению инвертора (12В, 24В или 48В), используя перемычки из комплектации по схеме параллельного и последовательного соединения.",candidate_for_linking,installation_process,Installation process visuals.
img_0060,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9__img_003.png,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9.docx,installation_process,diagram,installer|electrician,raw_extracted|needs_classification,460,367,media/image3.png,Установка АКБ,Установка АКБ,"Желательно использовать динамометрическую отвертку. Сборка и подключение «защиты по постоянному току» Комплект защиты по постоянному току должен монтироваться к плюсовой клемме АКБ с помощью перемычки 0,1м сечением 35мм 2 . Далее к защите, с помощью кабеля сечением 35мм 2 (1,4-1,8 метра) красного цвета подключается плюсовая клемма инвертора. Установка АКБ Установка АКБ производится на стеллаж или иным способом, указанным в техническом задании на монтаж. Сборка группы или групп производится согласно номинальному напряжению инвертора (12В, 24В или 48В), используя перемычки из комплектации по схеме параллельного и последовательного соединения.",candidate_for_linking,installation_process,Installation process visuals.
img_0061,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9__img_004.png,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9.docx,installation_process,diagram,installer|electrician,raw_extracted|needs_classification,421,792,media/image4.png,Установка инвертора.,"Инвертор имеет вход по постоянному напряжению DC, куда подключаются провода «+» и «–» от банка АКБ (собранной группы, или нескольких групп...","Сборка группы или групп производится согласно номинальному напряжению инвертора (12В, 24В или 48В), используя перемычки из комплектации по схеме параллельного и последовательного соединения. Инвертор имеет вход по постоянному напряжению DC, куда подключаются провода «+» и «–» от банка АКБ (собранной группы, или нескольких групп АКБ). Примеры схем подключения аккумуляторов: Установка инвертора. Необходимо соблюдать регламент монтажа инвертора и располагать байпасный щит, трассы и др. учитывая нормы допуска и монтажа. Инвертор монтируется на стену с помощью крепежа соответствующего с материалу стены.",candidate_for_linking,installation_process,Installation process visuals.
img_0062,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9__img_005.png,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9.docx,installation_process,diagram,installer|electrician,raw_extracted|needs_classification,505,797,media/image5.png,Установка инвертора.,"Инвертор имеет вход по постоянному напряжению DC, куда подключаются провода «+» и «–» от банка АКБ (собранной группы, или нескольких групп...","Сборка группы или групп производится согласно номинальному напряжению инвертора (12В, 24В или 48В), используя перемычки из комплектации по схеме параллельного и последовательного соединения. Инвертор имеет вход по постоянному напряжению DC, куда подключаются провода «+» и «–» от банка АКБ (собранной группы, или нескольких групп АКБ). Примеры схем подключения аккумуляторов: Установка инвертора. Необходимо соблюдать регламент монтажа инвертора и располагать байпасный щит, трассы и др. учитывая нормы допуска и монтажа. Инвертор монтируется на стену с помощью крепежа соответствующего с материалу стены.",candidate_for_linking,installation_process,Installation process visuals.
img_0063,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9__img_006.png,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9.docx,installation_process,diagram,installer|electrician,raw_extracted|needs_classification,532,874,media/image6.png,Установка инвертора.,"Инвертор имеет вход по постоянному напряжению DC, куда подключаются провода «+» и «–» от банка АКБ (собранной группы, или нескольких групп...","Сборка группы или групп производится согласно номинальному напряжению инвертора (12В, 24В или 48В), используя перемычки из комплектации по схеме параллельного и последовательного соединения. Инвертор имеет вход по постоянному напряжению DC, куда подключаются провода «+» и «–» от банка АКБ (собранной группы, или нескольких групп АКБ). Примеры схем подключения аккумуляторов: Установка инвертора. Необходимо соблюдать регламент монтажа инвертора и располагать байпасный щит, трассы и др. учитывая нормы допуска и монтажа. Инвертор монтируется на стену с помощью крепежа соответствующего с материалу стены.",candidate_for_linking,installation_process,Installation process visuals.
img_0064,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9__img_007.png,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9.docx,installation_process,diagram,installer|electrician,raw_extracted|needs_classification,445,792,media/image7.png,Установка инвертора.,"Инвертор имеет вход по постоянному напряжению DC, куда подключаются провода «+» и «–» от банка АКБ (собранной группы, или нескольких групп...","Сборка группы или групп производится согласно номинальному напряжению инвертора (12В, 24В или 48В), используя перемычки из комплектации по схеме параллельного и последовательного соединения. Инвертор имеет вход по постоянному напряжению DC, куда подключаются провода «+» и «–» от банка АКБ (собранной группы, или нескольких групп АКБ). Примеры схем подключения аккумуляторов: Установка инвертора. Необходимо соблюдать регламент монтажа инвертора и располагать байпасный щит, трассы и др. учитывая нормы допуска и монтажа. Инвертор монтируется на стену с помощью крепежа соответствующего с материалу стены.",candidate_for_linking,installation_process,Installation process visuals.
img_0065,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9__img_008.png,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9.docx,installation_process,diagram,installer|electrician,raw_extracted|needs_classification,359,599,media/image8.png,Установка инвертора.,Установка инвертора.,"Сборка группы или групп производится согласно номинальному напряжению инвертора (12В, 24В или 48В), используя перемычки из комплектации по схеме параллельного и последовательного соединения. Инвертор имеет вход по постоянному напряжению DC, куда подключаются провода «+» и «–» от банка АКБ (собранной группы, или нескольких групп АКБ). Примеры схем подключения аккумуляторов: Установка инвертора. Необходимо соблюдать регламент монтажа инвертора и располагать байпасный щит, трассы и др. учитывая нормы допуска и монтажа. Инвертор монтируется на стену с помощью крепежа соответствующего с материалу стены.",candidate_for_linking,installation_process,Installation process visuals.
img_0066,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9__img_009.png,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9.docx,installation_process,diagram,installer|electrician,raw_extracted|needs_classification,434,822,media/image9.png,Установка инвертора.,Установка инвертора.,"Сборка группы или групп производится согласно номинальному напряжению инвертора (12В, 24В или 48В), используя перемычки из комплектации по схеме параллельного и последовательного соединения. Инвертор имеет вход по постоянному напряжению DC, куда подключаются провода «+» и «–» от банка АКБ (собранной группы, или нескольких групп АКБ). Примеры схем подключения аккумуляторов: Установка инвертора. Необходимо соблюдать регламент монтажа инвертора и располагать байпасный щит, трассы и др. учитывая нормы допуска и монтажа. Инвертор монтируется на стену с помощью крепежа соответствующего с материалу стены.",candidate_for_linking,installation_process,Installation process visuals.
img_0067,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9__img_010.png,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9.docx,installation_process,diagram,installer|electrician,raw_extracted|needs_classification,652,837,media/image10.png,Установка инвертора.,Установка инвертора.,"Сборка группы или групп производится согласно номинальному напряжению инвертора (12В, 24В или 48В), используя перемычки из комплектации по схеме параллельного и последовательного соединения. Инвертор имеет вход по постоянному напряжению DC, куда подключаются провода «+» и «–» от банка АКБ (собранной группы, или нескольких групп АКБ). Примеры схем подключения аккумуляторов: Установка инвертора. Необходимо соблюдать регламент монтажа инвертора и располагать байпасный щит, трассы и др. учитывая нормы допуска и монтажа. Инвертор монтируется на стену с помощью крепежа соответствующего с материалу стены.",candidate_for_linking,installation_process,Installation process visuals.
img_0068,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9__img_011.png,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9.docx,installation_process,diagram,installer|electrician,raw_extracted|needs_classification,497,762,media/image11.png,Установка инвертора.,Установка инвертора.,"Сборка группы или групп производится согласно номинальному напряжению инвертора (12В, 24В или 48В), используя перемычки из комплектации по схеме параллельного и последовательного соединения. Инвертор имеет вход по постоянному напряжению DC, куда подключаются провода «+» и «–» от банка АКБ (собранной группы, или нескольких групп АКБ). Примеры схем подключения аккумуляторов: Установка инвертора. Необходимо соблюдать регламент монтажа инвертора и располагать байпасный щит, трассы и др. учитывая нормы допуска и монтажа. Инвертор монтируется на стену с помощью крепежа соответствующего с материалу стены.",candidate_for_linking,installation_process,Installation process visuals.
img_0069,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9__img_012.png,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9.docx,installation_process,diagram,installer|electrician,raw_extracted|needs_classification,565,717,media/image12.png,Установка байпасного щита.,Установка байпасного щита.,"Справа, слева и снизу на корпусе инвертора располагаются вентиляционные отверстия, которые ни при каких условиях нельзя перекрывать. Минимальный отступ должен составлять 20 см. Это требование обусловлено наличием принудительного охлаждения инвертора. При установке инвертора желательно стремиться установить таким образом, чтобы дальнейшая эксплуатация была удобной. Располагать инвертор необходимо так, чтобы ЖК дисплей находился на уровне глаз пользователя (по возможности). Расстояние от банка АКБ до инвертора должно быть не больше длинны проводов DC из комплектации к системе, но не более 1,8 метра без учета защиты по постоянному току. Установка байпасного щита. Щит байпаса располагается с уч...",candidate_for_linking,installation_process,Installation process visuals.
img_0070,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9__img_013.png,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9.docx,installation_process,diagram,installer|electrician,raw_extracted|needs_classification,887,711,media/image13.png,"Схема сборки байпасного щита, используемого в монтажах однофазных систем. См. ниже:","Схема сборки байпасного щита, используемого в монтажах однофазных систем. См. ниже:","Расстояние от банка АКБ до инвертора должно быть не больше длинны проводов DC из комплектации к системе, но не более 1,8 метра без учета защиты по постоянному току. Установка байпасного щита. Щит байпаса располагается с учетом норм монтажа инвертора, но всегда возле инвертора. За редким исключением байпас устанавливается в щите клиента. Схема сборки байпасного щита, используемого в монтажах однофазных систем. См. ниже: С этой схемой придется работать постоянно. Необходимо изучить и разобраться в ней. Для простоты восприятия, в первую очередь необходимо понять принцип работы ИБП и байпса. Инвертор имеет вход по переменному напряжению (AC) «ВХОД (input)», куда подключается источник переменног...",candidate_for_linking,installation_process,Installation process visuals.
img_0071,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9__img_014.png,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9.docx,installation_process,diagram,installer|electrician,raw_extracted|needs_classification,783,716,media/image14.png,"С этой схемой придется работать постоянно. Необходимо изучить и разобраться в ней. Для простоты восприятия, в первую очередь необходимо пон...","С этой схемой придется работать постоянно. Необходимо изучить и разобраться в ней. Для простоты восприятия, в первую очередь необходимо пон...","Установка байпасного щита. Щит байпаса располагается с учетом норм монтажа инвертора, но всегда возле инвертора. За редким исключением байпас устанавливается в щите клиента. Схема сборки байпасного щита, используемого в монтажах однофазных систем. См. ниже: С этой схемой придется работать постоянно. Необходимо изучить и разобраться в ней. Для простоты восприятия, в первую очередь необходимо понять принцип работы ИБП и байпса. Инвертор имеет вход по переменному напряжению (AC) «ВХОД (input)», куда подключается источник переменного тока (сеть, генератор) и «ВЫХОД (output)», куда подключается нагрузка - потребители группы резерва. Прокладка реверсивной кабельной линии.",candidate_for_linking,installation_process,Installation process visuals.
img_0072,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9__img_015.png,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9.docx,installation_process,diagram,installer|electrician,raw_extracted|needs_classification,1345,327,media/image15.png,Подключение осуществляется строго последовательно как показано на рисунке ниже:,Подключение осуществляется строго последовательно как показано на рисунке ниже:,"С этой схемой придется работать постоянно. Необходимо изучить и разобраться в ней. Для простоты восприятия, в первую очередь необходимо понять принцип работы ИБП и байпса. Инвертор имеет вход по переменному напряжению (AC) «ВХОД (input)», куда подключается источник переменного тока (сеть, генератор) и «ВЫХОД (output)», куда подключается нагрузка - потребители группы резерва. Прокладка реверсивной кабельной линии. Подключение осуществляется строго последовательно как показано на рисунке ниже: Ни при каких обстоятельствах нельзя допускать соединения (замыкания) входа и выхода! Для подключения инвертора к байпасному щиту, а также байпасного щита к щиту клиента, используется пятижильный кабель.",candidate_for_linking,installation_process,Installation process visuals.
img_0073,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9__img_016.png,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9.docx,installation_process,decorative_or_unclear,installer|electrician,raw_extracted|exclude_candidate|needs_classification,92,78,media/image16.png,"Для подключения инвертора к байпасному щиту, а также байпасного щита к щиту клиента, используется пятижильный кабель.",Small icon or fragment,"Инвертор имеет вход по переменному напряжению (AC) «ВХОД (input)», куда подключается источник переменного тока (сеть, генератор) и «ВЫХОД (output)», куда подключается нагрузка - потребители группы резерва. Прокладка реверсивной кабельной линии. Подключение осуществляется строго последовательно как показано на рисунке ниже: Ни при каких обстоятельствах нельзя допускать соединения (замыкания) входа и выхода! Для подключения инвертора к байпасному щиту, а также байпасного щита к щиту клиента, используется пятижильный кабель. Такое количество жил необходимо для подачи питания на инвертор (L вход; N вход) и возврата питания на потребители группы резерва после инвертора (L выход; N выход). Отсюда... || Теперь, имея представление о работе байпаса, можно без труда разобраться в схеме однофазного байпасного щита, а в дальнейшем и в схеме трехфазного байпасного щита. Но для этого нужно внимательн...",exclude_candidate,installation_process,Installation process visuals.
img_0074,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9__img_017.png,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9.docx,installation_process,diagram,installer|electrician,raw_extracted|needs_classification,871,241,media/image17.png,"Для подключения инвертора к байпасному щиту, а также байпасного щита к щиту клиента, используется пятижильный кабель.","Для подключения инвертора к байпасному щиту, а также байпасного щита к щиту клиента, используется пятижильный кабель.","Прокладка реверсивной кабельной линии. Подключение осуществляется строго последовательно как показано на рисунке ниже: Ни при каких обстоятельствах нельзя допускать соединения (замыкания) входа и выхода! Для подключения инвертора к байпасному щиту, а также байпасного щита к щиту клиента, используется пятижильный кабель. Такое количество жил необходимо для подачи питания на инвертор (L вход; N вход) и возврата питания на потребители группы резерва после инвертора (L выход; N выход). Отсюда название «Реверсивная трасса». На рисунке ниже показан принцип реверсивной трассы и байпасного щита:",candidate_for_linking,installation_process,Installation process visuals.
img_0075,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9__img_018.png,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9.docx,installation_process,diagram,installer|electrician,raw_extracted|needs_classification,1056,183,media/image18.png,"Теперь, имея представление о работе байпаса, можно без труда разобраться в схеме однофазного байпасного щита, а в дальнейшем и в схеме трех...","Теперь, имея представление о работе байпаса, можно без труда разобраться в схеме однофазного байпасного щита, а в дальнейшем и в схеме трех...","Для подключения инвертора к байпасному щиту, а также байпасного щита к щиту клиента, используется пятижильный кабель. Такое количество жил необходимо для подачи питания на инвертор (L вход; N вход) и возврата питания на потребители группы резерва после инвертора (L выход; N выход). Отсюда название «Реверсивная трасса». На рисунке ниже показан принцип реверсивной трассы и байпасного щита: Теперь, имея представление о работе байпаса, можно без труда разобраться в схеме однофазного байпасного щита, а в дальнейшем и в схеме трехфазного байпасного щита. Но для этого нужно внимательно изучить схему по принципу протекания токов мысленно следуя по схеме от источника к нагрузке. 2) Переборка щита вы...",candidate_for_linking,installation_process,Installation process visuals.
img_0076,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9__img_019.png,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9.docx,installation_process,diagram,installer|electrician,raw_extracted|needs_classification,458,821,media/image19.png,"Допустим, по ТЗ необходимо выделить в резерв автомат №2 и №4.","Допустим, по ТЗ необходимо выделить в резерв автомат №2 и №4.","Выделение резервной группы — это переключение приоритетной нагрузки на питание через ИБП путем изменения схемы подключения в распределительном щите (РЩ). В процессе переборки щита выполняется перераспределение питания групп потребителей (автоматов). Наглядно, распределение, показано на рисунке ниже на примере упрощенного РЩ: Допустим, по ТЗ необходимо выделить в резерв автомат №2 и №4. Для этого, изучив схему щита, определяем схему распределения с учетом установленных автоматов и УЗО (при наличии). В этой схеме имеется УЗО 3х фазное, которое защищает от утечки потребители - автоматы №1, №2, №3, которые стоят по схеме «после УЗО». Автомат №4 стоит по схеме «до УЗО».",candidate_for_linking,installation_process,Installation process visuals.
img_0077,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9__img_020.png,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9.docx,installation_process,diagram,installer|electrician,raw_extracted|needs_classification,862,819,media/image20.png,Нейтральные проводники инвертора подключаются к основному нулю «до УЗО».,Нейтральные проводники инвертора подключаются к основному нулю «до УЗО».,"В данном случае логичнее использовать существующее УЗО. Для этого демонтируем перемычку, питающую автомат №4 и перемычку, соединяющую вводной автомат с УЗО - фаза «В», т.к. на этой фазе подключен автомат №2, который нужно вывести в резерв. Далее, с помощью перемычки, подключаем автомат №4 к «выходу инвертора» - одна из жил пятижильного кабеля, который предварительно заводим в щит. И зажимаем их в верхней клемме УЗО фазы «В» (до УЗО). «Вход инвертора» (питание) подключается к вводному автомату (снизу) к фазе «В». См. рисунок далее. Нейтральные проводники инвертора подключаются к основному нулю «до УЗО». Т.к. инвертор устанавливается «вместо» перемычки – между вводным автоматом и УЗО по фазе...",candidate_for_linking,installation_process,Installation process visuals.
img_0078,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9__img_021.png,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9.docx,installation_process,diagram,installer|electrician,raw_extracted|needs_classification,462,469,media/image21.png,"в щите клиента все перемычки и отходящие провода на нагрузку затянуты и держатся крепко,","в щите клиента все перемычки и отходящие провода на нагрузку затянуты и держатся крепко,","схема группы АКБ собрана правильно и соответствует номиналу инвертора; схема подключения резервной группы корректна (питание вход инвертора выход инвертора нагрузка); подключение реверсивных трасс в байпасном щите соответствует схеме, вход с выходом не перепутаны, а автоматические выключатели находятся в выключенном состоянии, быйпас в положении от сети: в щите клиента все перемычки и отходящие провода на нагрузку затянуты и держатся крепко, нет межфазных замыканий. Запуск системы начинается с включения инвертора, т.к. инвертор в режиме ИБП работает от АКБ.",candidate_for_linking,installation_process,Installation process visuals.
img_0079,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9__img_022.jpeg,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9,ЭЛК_3_Базовые_знания_Описание_этапов_монтажа_ред1_9.docx,installation_process,diagram,installer|electrician,raw_extracted|needs_classification,433,433,media/image22.jpeg,"В случае работы инвертора совместно с литиевым АКБ настенного исполнения, перед включением инвертора нужно включить АКБ.","В случае работы инвертора совместно с литиевым АКБ настенного исполнения, перед включением инвертора нужно включить АКБ.","в щите клиента все перемычки и отходящие провода на нагрузку затянуты и держатся крепко, нет межфазных замыканий. Запуск системы начинается с включения инвертора, т.к. инвертор в режиме ИБП работает от АКБ. В случае работы инвертора совместно с литиевым АКБ настенного исполнения, перед включением инвертора нужно включить АКБ. Затем, войдя в меню инвертора (см. документацию на конкретный прибор), необходимо установить требуемые параметры: суммарный зарядный ток – суммарный ток заряда от солнца и от сети;",candidate_for_linking,installation_process,Installation process visuals.
